NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,Locations
NCT02301260,Speed of Processing Training to Improve Cognition in Multiple Sclerosis,https://beta.clinicaltrials.gov/study/NCT02301260,COMPLETED,Multiple Sclerosis,BEHAVIORAL: Speed of Processing Training (SPT)|BEHAVIORAL: Placebo Control,Kessler Foundation,National Multiple Sclerosis Society,ALL,ADULT,NA,100,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-04,2020-02,2020-02,"Kessler Foundation, West Orange, New Jersey, 07052, United States"
NCT00087529,A Study to Evaluate the Safety and Efficacy of Rituximab in Adults With Primary Progressive Multiple Sclerosis,https://beta.clinicaltrials.gov/study/NCT00087529,COMPLETED,Multiple Sclerosis,DRUG: placebo|DRUG: rituximab,"Genentech, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,439,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2004-06,2007-10,,
NCT05539729,Vancomycin Study in Multiple Sclerosis (MS),https://beta.clinicaltrials.gov/study/NCT05539729,RECRUITING,Multiple Sclerosis,DRUG: Vancomycin|DRUG: Placebo,Icahn School of Medicine at Mount Sinai,Doris Duke Charitable Foundation,ALL,ADULT,PHASE1,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-02-08,2024-03,2024-09,"Corinne Goldsmith Dickinson Center for Multiple Sclerosis at Mount Sinai, New York, New York, 10029, United States"
NCT00915460,Open-Label Safety Extension Study of Avonex,https://beta.clinicaltrials.gov/study/NCT00915460,COMPLETED,Multiple Sclerosis,DRUG: Interferon beta-1a (Avonex),Biogen,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,408,INDUSTRY,INTERVENTIONAL,"Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: ",1999-09,2003-06,2003-07,
NCT00344253,"Randomized, Controlled Trial to Test the Efficacy of Interferon Beta in the Treatment of Intermediate Uveitis",https://beta.clinicaltrials.gov/study/NCT00344253,COMPLETED,"Uveitis, Intermediate|Macular Edema|Multiple Sclerosis",DRUG: Interferon beta|DRUG: Methotrexate,Heidelberg University,Serono GmbH,ALL,"ADULT, OLDER_ADULT",PHASE3,19,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2006-03,2011-03,2012-01,"Interdisciplinary Uveitis Center, University of Heidelberg, Heidelberg, 69120, Germany"
NCT00097760,Natalizumab in Combination With Glatiramer Acetate (GA) in Patients With Relapsing-Remitting Multiple Sclerosis,https://beta.clinicaltrials.gov/study/NCT00097760,COMPLETED,"Multiple Sclerosis, Relapsing-Remitting",DRUG: Natalizumab|DRUG: Natalizumab|DRUG: Placebo,Biogen,Elan Pharmaceuticals,ALL,ADULT,PHASE2,110,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2003-06,2004-03,2004-03,
NCT02717429,Cognitive and Emotion Regulation Training in MS,https://beta.clinicaltrials.gov/study/NCT02717429,COMPLETED,Multiple Sclerosis,BEHAVIORAL: Mindfulness Meditation|BEHAVIORAL: Computerized Cognitive Training,Ohio State University,,ALL,ADULT,NA,62,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2015-10,2017-05-14,2017-05-14,"Department of Psychology, The Ohio State University, Columbus, Ohio, 43210, United States"
NCT03239860,Assessing the HERV-W Env ANtagonist GNbAC1 for Evaluation in an Open Label Long-term Safety Study in Patients With Multiple Sclerosis,https://beta.clinicaltrials.gov/study/NCT03239860,TERMINATED,"Multiple Sclerosis, Relapsing-Remitting",DRUG: GNbAC1 Monoclonal Antibody,GeNeuro SA,Les Laboratoires Servier|Worldwide Clinical Trials|Institut de Recherches Internationales Servier,ALL,ADULT,PHASE2,220,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-06-06,2018-11-14,2018-11-14,"Hospital, Sofia, Bulgaria|Hospital, Zagreb, Croatia|Hospital, Jihlava, Czechia|Hospital, Tallinn, Estonia|Hospital, Berlin, Germany|Hospital, Budapest, Hungary|Hospital, Rome, Italy|Hospital, Warsaw, Poland|Hospital, Moscow, Russian Federation|Hospital, Belgrade, Serbia|Hospital, Barcelona, Spain|Hospital, Kharkiv, Ukraine"
NCT03255460,The Relationship Between Fatigue and Physical Activity Level in Patients With Multiple Sclerosis,https://beta.clinicaltrials.gov/study/NCT03255460,COMPLETED,Multiple Sclerosis,,Gazi University,,ALL,"ADULT, OLDER_ADULT",,70,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-03-27,2018-07-04,2018-07-04,"Gazi University, Faculty of Health Sciences, Department of Physiotherapy and Rehabilitation, Ankara, Turkey"
NCT02046629,A Study to Evaluate the Pharmacokinetic Profiles of Single 14 mg Teriflunomide Tablet in Healthy Chinese Volunteers,https://beta.clinicaltrials.gov/study/NCT02046629,COMPLETED,Multiple Sclerosis,DRUG: Teriflunomide HMR1726|DRUG: cholestyramine,Sanofi,,ALL,ADULT,PHASE1,12,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2014-05,2014-07,2014-07,"Investigational Site Number 156001, Shanghai, 200025, China"
NCT04441229,Mobile Attentional Bias Modification Training in Pediatric MS,https://beta.clinicaltrials.gov/study/NCT04441229,COMPLETED,Pediatric Multiple Sclerosis,BEHAVIORAL: ABMT mobile application,NYU Langone Health,,ALL,"CHILD, ADULT",NA,37,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-12,2021-03-25,2021-03-26,"NYU Langone Health, New York, New York, 10016, United States"
NCT04210960,Correlation of Serum Lactate and Activity of Multiple Sclerosis,https://beta.clinicaltrials.gov/study/NCT04210960,UNKNOWN,Multiple Sclerosis,RADIATION: Magentic resonanace imaging|RADIATION: Magentic resonanace spectroscopy,Mansoura University Hospital,,ALL,"ADULT, OLDER_ADULT",,80,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-12-23,2020-05-01,2020-06-01,"Mansoura University Hospital, Mansoura, Dakahlia, 35516, Egypt"
NCT03282760,Safety Study of Human Neural Stem Cells Injections for Secondary Progressive Multiple Sclerosis Patients,https://beta.clinicaltrials.gov/study/NCT03282760,COMPLETED,Secondary-progressive Multiple Sclerosis,BIOLOGICAL: Human Neural Stem Cells,Casa Sollievo della Sofferenza IRCCS,Associazione Revert ONLUS|Neurocenter of Southern Switzerland|Fondazione Cellule Staminali,ALL,ADULT,PHASE1,24,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2017-09-09,2021-05-29,2021-05-29,"Casa Sollievo della Sofferenza - IRCCS, San Giovanni Rotondo, Foggia, 71013, Italy|Azienda Ospedaliera Santa Maria di Terni, Terni, 05100, Italy|Neurocentro della Svizzera Italiana, Istituto di Neurosienze cliniche della svizzera italiana, Centro sclerosi Multipla, Lugano, 6900, Switzerland"
NCT00006060,Diagnostic Study of Quantitative Imaging and Spectroscopy in Patients With Multiple Sclerosis,https://beta.clinicaltrials.gov/study/NCT00006060,UNKNOWN,Multiple Sclerosis,DRUG: standard gadolinium contrast,National Center for Research Resources (NCRR),University of Pennsylvania,ALL,"ADULT, OLDER_ADULT",,100,NIH,OBSERVATIONAL,Observational Model: |Time Perspective: p,1999-04,,,"New York University Medical Center, New York, New York, 10016, United States"
NCT04281160,Patient Centered Outcomes Analysis for MS Using a Mobile Application,https://beta.clinicaltrials.gov/study/NCT04281160,ENROLLING_BY_INVITATION,Multiple Sclerosis,DEVICE: BeCare Mobile App,BeCare Link LLC,Weill Medical College of Cornell University,ALL,"ADULT, OLDER_ADULT",,60,INDUSTRY,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-02-19,2023-09-01,2023-09-01,"Weill Cornell Medical College, New York, New York, 10065, United States"
NCT04452760,"Effects of Ten-Weeks Progressive Resistance Training on Neuromuscular Performance, Mobility, Heart Rate Variability and Sleep Quality in Persons With Multiple Sclerosis",https://beta.clinicaltrials.gov/study/NCT04452760,COMPLETED,Multiple Sclerosis,OTHER: Physical exercise|OTHER: Testing sessions,Universidad Católica San Antonio de Murcia,,ALL,"ADULT, OLDER_ADULT",NA,36,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-07-15,2020-10-01,2020-10-05,"Universidad Católica San Antonio, Murcia, 30107, Spain"
NCT05704361,"A Study to Investigate the Safety, Tolerability, and Processing by the Body of Intravenous RO7121932 in Participants With Multiple Sclerosis",https://beta.clinicaltrials.gov/study/NCT05704361,RECRUITING,Multiple Sclerosis,DRUG: RO7121932,Hoffmann-La Roche,,ALL,"ADULT, OLDER_ADULT",PHASE1,63,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-08-11,2025-01-31,2025-01-31,"Stanford University Medical Center; Stanford Neuroscience Health Center, Stanford, California, 94305, United States|Yale University Multiple Sclerosis Center, New Haven, Connecticut, 06473, United States|University of South Florida, Tampa, Florida, 33612, United States|University of Massachusetts Medical School, Worcester, Massachusetts, 01655, United States|UC Health, LLC., Cincinnati, Ohio, 45219, United States|UZ Gent, Gent, 9000, Belgium|Universitätsklinikum ""Carl Gustav Carus""; MS Center Dresden, Dresden, 01307, Germany|Universitätsmedizin Göttingen Georg-August-Universität; Klinik für Neurologie, Göttingen, 37075, Germany|Klinikum rechts der Isar der TU Muenchen; Neurologische Klinik und Poliklinik im Neuro-Kopf-Zentrum, München, 81675, Germany|Universitätsklinikum Münster Klinik u. Poliklinik f. Neurologie, Münster, 48149, Germany|Hadassah University Hospital - Ein Kerem, Jerusalem, 9112001, Israel|Tel Aviv Sourasky Medical Center; Department of Neurology, Tel Aviv, 6423906, Israel|IRCCS Ospedale San Raffaele; Neurologia Neurofisiologia Neuroriabilitazione-Centro Sclerosi Multipla, Milano, Lombardia, 20132, Italy|Fond. Istituto Neurologico C.Besta; UO Neurologia IV - Neuroimmunologia Malattie Neuromuscolari, Milano, Lombardia, 20133, Italy|Uniwersyteckie Centrum Kliniczne; Osrodek Badan Wczesnych Faz, Gda?sk, 80-214, Poland|Regionalny Szpital Specjalistyczny im. W. Bieganskiego; Oddzial Neurologiczny, Grudzi?dz, 86-300, Poland|MedPolonia, Poznan, 60-693, Poland|Osrodek Badan Klinicznych Euromedis, Szczecin, 70-111, Poland|Instytut Psychiatrii i Neurologii II Klinika Neurologiczna, Warszawa, 02-957, Poland|Hospital de Braga; Centro Clínico Académico (Piso 1, Ala E), Braga, 4710-243, Portugal"
NCT01765361,Assessment of Ocrelizumab (OCR) Treatment Effects on Functional Impairment of MS Patients Enrolled in the Phase III Orchestra Programme Using Multimodal Evoked Potentials (EP) and Highresolution Electroencephalography (EEG),https://beta.clinicaltrials.gov/study/NCT01765361,COMPLETED,Multiple Sclerosis,,"University Hospital, Basel, Switzerland",,ALL,"ADULT, OLDER_ADULT",,16,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-09,2015-01,2017-01,"Dep. Neurology, Hospital of the University of Basel, Basel, 4031, Switzerland"
NCT01981161,Difference in Efficacy of Natalizumab Versus Fingolimod for the Treatment of Multiple Sclerosis,https://beta.clinicaltrials.gov/study/NCT01981161,COMPLETED,Multiple Sclerosis,PROCEDURE: biological samples and clinical data,"University Hospital, Toulouse",European Commission,ALL,ADULT,,307,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-11-19,2018-06-20,2018-11-30,"CHU Besançon, Besancon, 25000, France|CHU Bordeaux, Bordeaux, 33 000, France|CHU Caen, Caen, 14033, France|Chu Lille, Lille, 59037, France|Chu La Timone, Marseille, 13385, France|CHU Nancy, Nancy, 54035, France|CHU Nantes, Nantes, 44093, France|CHU Nice, Nice, 06002, France|CHU Nîmes, Nimes, 30029, France|CHRU Strasbourg, Strasbourg, 67098, France|Université de Muenter, Munster, Germany|Hôpital Vall D'Hebron, Barcelone, Spain"
NCT03186664,The Role of SAtivex® in Robotic-Rehabilitation,https://beta.clinicaltrials.gov/study/NCT03186664,COMPLETED,Rehabilitation,DEVICE: Lokomat training|DRUG: Sativex,"IRCCS Centro Neurolesi ""Bonino-Pulejo""",,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-12-28,2017-12,2018-06,"IRCCS Centro Neurolesi Bonino-Pulejo"", Messina, Sicily, 98123, Italy"
NCT01883661,Safety and Efficacy of BMMNC in Multiple Sclerosis (MS),https://beta.clinicaltrials.gov/study/NCT01883661,UNKNOWN,Multiple Sclerosis,BIOLOGICAL: BMMNC,"Chaitanya Hospital, Pune",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,15,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-06,2016-11,2016-12,"Chaitanya Hospital, Pune,, Maharashtra, 411009, India"
NCT02259361,Efficacy of Dalfampridine on Upper Extremity Function in Patients With MS,https://beta.clinicaltrials.gov/study/NCT02259361,UNKNOWN,Multiple Sclerosis,DRUG: Sustained-release oral dalfampridine|DRUG: Placebo,Sheba Medical Center,,ALL,"ADULT, OLDER_ADULT",PHASE4,30,OTHER_GOV,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-11,2014-11,2014-11,"Multiple Sclerosis Center, Tel-hashomer, Ramat-gan, Israel"
NCT04217564,Nutritional Counselling for Patients at Kasr AlAiny Multiple Sclerosis Clinic: an Intervention Study,https://beta.clinicaltrials.gov/study/NCT04217564,COMPLETED,Multiple Sclerosis,BEHAVIORAL: Nutritional counselling,Cairo University,,ALL,"ADULT, OLDER_ADULT",NA,120,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-01-01,2020-03-18,2020-06-30,"Faculty of medicine, Cairo University, Cairo, 11731, Egypt"
NCT02670161,Quality Improvement and Practice Based Research in Neurology Using the EMR,https://beta.clinicaltrials.gov/study/NCT02670161,ENROLLING_BY_INVITATION,Brain Tumors|Epilepsy|Migraine|Mild Cognitive Impairment|Concussion|Multiple Sclerosis|Neuropathy|Parkinson's|Restless Legs Syndrome|Stroke,"DRUG: Listed for each disorder below, up to three drugs per disorder (too many characters to list in this field; see Intervention Description)",NorthShore University HealthSystem,,ALL,"ADULT, OLDER_ADULT",PHASE4,3300,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-05,2024-12,2025-12,
NCT02253264,A Phase 1 Trial of Intrathecal Rituximab for Progressive Multiple Sclerosis Patients,https://beta.clinicaltrials.gov/study/NCT02253264,COMPLETED,Primary Progressive Multiple Sclerosis|Secondary Progressive Multiple Sclerosis,DRUG: Rituximab,Johns Hopkins University,,ALL,"ADULT, OLDER_ADULT",PHASE1,8,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-11,2017-08,2017-08,"The Johns Hopkins Hospital, Baltimore, Maryland, 21287, United States"
NCT03368664,"A Study to Evaluate Efficacy, Safety, and Tolerability of Alemtuzumab in Pediatric Patients With RRMS With Disease Activity on Prior DMT",https://beta.clinicaltrials.gov/study/NCT03368664,ACTIVE_NOT_RECRUITING,Multiple Sclerosis,DRUG: Alemtuzumab GZ402673|DRUG: Glatiramer acetate|DRUG: Beta-Interferon|DRUG: Methylprednisolone|DRUG: Ranitidine|DRUG: Ceterizine|DRUG: Dexchlorpheniramine|DRUG: Paracetamol|DRUG: Acyclovir|DRUG: Prednisolone|DRUG: Diphenydramine|DRUG: Other H1 antagonist|DRUG: Other H1 antagonist,"Genzyme, a Sanofi Company",,ALL,"CHILD, ADULT",PHASE3,16,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-10-24,2021-05-04,2025-12,"Investigational Site Number :0400001, Wien, 1090, Austria|Investigational Site Number :0560001, Gent, 9000, Belgium|Investigational Site Number :2500001, Le Kremlin Bicetre, 94270, France|Investigational Site Number :2500002, Strasbourg, 67091, France|Investigational Site Number :3800005, Cagliari, 09126, Italy|Investigational Site Number :3800001, Milano, 20132, Italy|Investigational Site Number :3800004, Napoli, 80131, Italy|Investigational Site Number :5280001, Rotterdam, 3015 CN, Netherlands|Investigational Site Number :6160003, Lodz, Lódzkie, 93-338, Poland|Investigational Site Number :6160002, Poznan, Wielkopolskie, 60-355, Poland|Investigational Site Number :6160001, Warszawa, 04-730, Poland|Investigational Site Number :6200001, Coimbra, 3000-075, Portugal|Investigational Site Number :6430001, Moscow, 119602, Russian Federation|Investigational Site Number :6430004, Moscow, 129110, Russian Federation|Investigational Site Number :6430005, Saint-Petersburg, 197022, Russian Federation|Investigational Site Number :6430002, St-Petersburg, 197110, Russian Federation|Investigational Site Number :7920002, Ankara, 06100, Turkey|Investigational Site Number :7920001, Ankara, 06500, Turkey|Investigational Site Number :7920003, Istanbul, 34390, Turkey|Investigational Site Number :7920004, Istanbul, Turkey|Investigational Site Number :8260002, London, London, City Of, WC1N 3JH, United Kingdom"
NCT03621761,"Cognitive Behavioral Therapy, Modafinil, or Both for Multiple Sclerosis Fatigue",https://beta.clinicaltrials.gov/study/NCT03621761,COMPLETED,Multiple Sclerosis,BEHAVIORAL: Telephone-based Cognitive Behavioral Therapy|DRUG: Modafinil,University of Michigan,University of Washington|Patient-Centered Outcomes Research Institute|National Multiple Sclerosis Society,ALL,"ADULT, OLDER_ADULT",PHASE4,343,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2018-11-15,2021-08-24,2021-11-30,"The University of Michigan, Ann Arbor, Michigan, 48109, United States|The University of Washington, Seattle, Washington, 98195, United States"
